pitchid,date,time,pa_number,pa_pitch_number,pitcher,pitcherid,throws,field_team,batter,batterid,batside,bat_team,pitcher_set,inning,inning_half,outs,balls,strikes,pitch_type_tagged,pitch_type_auto,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,notes,rel_speed,vert_rel_angle,horz_rel_angle,spin_rate,spin_axis,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_z,plate_loc_x,zone_speed,vert_appr_angle,horz_appr_angle,zone_time,exit_speed,angle,direction,hit_spin_rate,pos_at_100_x,pos_at_100_y,pos_at_100_z,distance,last_tracked_distance,bearing,hang_time,pfx_x,pfx_z,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,home_team,away_team,stadium,levelid,leagueid,trackman_gameid,pitch_uid,effective_velo,max_height,measured_duration,speed_drop,pitch_last_measured_x,pitch_last_measured_y,pitch_last_measured_z,contact_position_x,contact_position_y,contact_position_z
107,2020-09-06,14:24:42,4,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,4,Bottom,1,0,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,84.14,-0.289336,-2.91745,1551.34,261.91,NULL,4.77166,1.97574,6.67526,-37.1885,1.24927,14.5229,1.40805,0.515024,77.697,-7.29011,-0.170508,0.446222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.71781,0.766153,-1.78789,50.0048,4.73487,5.83274,-122.474,-1.66631,-13.3218,22.8806,-31.0092,121,143,CITI,MLB,NL,20200906-CITI-1,01ea6d24-313b-47da-89a9-fce0771284fe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,2020-09-06,14:25:26,4,3,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,4,Bottom,1,0,2,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,83.768,-1.31065,-3.66802,1638.95,261.32,NULL,4.82009,1.91272,6.56447,-39.1439,-0.223392,15.6828,0.356552,-0.147225,77.419,-8.65737,-0.70146,0.449015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.57057,0.245002,-1.66812,50.0047,4.71154,7.3693,-121.797,-3.88648,-14.4397,23.0066,-31.8065,121,143,CITI,MLB,NL,20200906-CITI-1,463b065c-770c-4fb5-af5b-e0aa9914bc9d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,2020-09-06,14:26:15,4,4,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,4,Bottom,1,1,2,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.6449,-1.77522,-5.23124,2259.61,238.014,NULL,4.86832,1.82389,7.00487,-23.5326,8.19842,17.6599,1.29352,-1.47283,85.6426,-6.18121,-1.91242,0.405428,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.9318,4.95938,-1.51214,50.0004,4.74865,11.7618,-134.459,-4.91362,-20.2637,25.7481,-22.9767,121,143,CITI,MLB,NL,20200906-CITI-1,35db125a-1489-430b-aaa2-a4409a48d785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,2020-09-06,14:26:44,4,5,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,4,Bottom,1,2,2,Undefined,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,84.2881,0.0712208,-2.71998,1489.29,256.817,NULL,4.8343,1.96095,6.72671,-39.0868,-0.956462,13.9119,1.64229,0.632828,78.1846,-7.27285,-0.0941881,0.444433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.28733,-0.540596,-1.78838,50.0028,4.82057,5.43744,-122.748,-0.954553,-12.7792,21.9047,-33.0091,121,143,CITI,MLB,NL,20200906-CITI-1,5e31bc0a-6bc5-47ee-8cc7-2d327bd1ac96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,2020-09-06,14:27:27,5,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,4,Bottom,2,0,0,Undefined,Changeup,InPlay,Undefined,Undefined,Single,0,0,statcast,85.8699,0.163952,-2.30623,1545.95,259.916,NULL,4.77614,1.92267,6.54412,-35.9987,0.53857,11.9638,1.92662,0.803701,79.9697,-6.58872,-0.0536203,0.43505,92.9429,7.31685,8.61247,801.361,NULL,NULL,NULL,116.483,NULL,10.1455,0.967799,-7.07241,0.258463,-1.76926,50.0054,4.77032,4.69245,-125.134,-0.685967,-11.3985,21.4361,-31.7625,121,143,CITI,MLB,NL,20200906-CITI-1,e4efde30-4398-40d9-aed2-bb15a8a66010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,2020-09-06,14:28:29,6,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,4,Bottom,2,0,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,90.3733,0.598213,-3.45255,2047.96,235.249,NULL,4.85121,1.66365,7.03076,-26.3424,7.03571,17.9987,3.1998,0.0229897,82.9221,-4.3832,-0.0479651,0.415817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.7732,3.68869,-1.46267,50.0002,4.87534,7.38766,-131.467,0.578716,-18.9514,26.5416,-25.6815,121,143,CITI,MLB,NL,20200906-CITI-1,f56b9c48-87fa-48b8-b3be-d8eaf43cfdbc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,2020-09-06,14:29:21,6,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,4,Bottom,2,0,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,84.4205,-0.661065,-3.04575,1552.27,260.16,NULL,4.75032,2.02131,6.57638,-36.8391,1.47683,15.1326,1.07459,0.488485,77.7451,-7.60149,-0.178861,0.445514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.12257,0.998348,-1.81992,50.005,4.68773,6.10967,-122.835,-2.45656,-13.9738,23.8153,-30.6502,121,143,CITI,MLB,NL,20200906-CITI-1,7baa0ef4-a283-4bcf-8d98-c46d6ae7df59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,2020-09-06,14:29:55,6,3,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,4,Bottom,2,0,2,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,91.6059,-1.15258,-4.861,2120.36,244.22,NULL,4.83179,1.71125,7.00573,-23.9712,8.68643,19.4637,1.78671,-1.09607,83.9508,-5.67165,-1.18372,0.411305,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-11.9714,5.0962,-1.42338,50.0039,4.75029,10.7161,-132.99,-3.41552,-21.5208,27.5854,-23.0141,121,143,CITI,MLB,NL,20200906-CITI-1,ffc56e30-35db-4691-80d0-962baf3fc2c5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,2020-09-06,14:30:48,6,4,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,4,Bottom,2,1,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,91.9565,-0.143326,-1.67127,2213.25,231.22,NULL,4.86203,1.92269,6.94378,-18.4139,13.8565,12.4763,3.19728,1.44095,84.0786,-3.633,0.696126,0.408859,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.30491,7.63991,-1.82473,50.0013,4.84462,3.52504,-133.927,-0.899862,-13.2775,28.7465,-18.2863,121,143,CITI,MLB,NL,20200906-CITI-1,1cff2ebd-d805-4379-9ea3-09caa2b069c2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,2020-09-06,14:31:23,6,5,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,4,Bottom,2,2,2,Undefined,Changeup,InPlay,Undefined,Undefined,Out,0,0,statcast,84.4544,0.805157,-2.34385,1491.08,266.45,NULL,4.75829,1.9832,6.89795,-36.492,1.80239,14.5169,2.45097,1.05679,77.4682,-6.09772,0.409817,0.445389,90.9161,-7.20384,-27.0374,NULL,NULL,NULL,NULL,16.2746,NULL,-30.4191,0.131851,-8.60885,0.760359,-1.84255,50.0012,4.79201,4.6233,-122.94,0.701568,-13.1869,24.1952,-31.0062,121,143,CITI,MLB,NL,20200906-CITI-1,4d584e65-b12a-4ae3-a19d-2e5e600a30a3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,2020-09-06,14:33:51,1,1,"deGrom, Jacob",594798,Right,"New York Mets","Knapp, Andrew",595284,Left,"Philadelphia Phillies",,5,Top,0,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,96.5017,-1.30548,-1.7481,2365.65,207.042,NULL,5.45538,1.42012,6.87788,-11.9519,17.1763,7.4003,3.26981,0.443524,88.8089,-3.56049,-0.349114,0.388444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.4968,9.74158,-1.31315,50.0038,5.3673,4.05038,-140.57,-3.59186,-9.07298,29.4354,-12.5228,121,143,CITI,MLB,NL,20200906-CITI-1,d728d68f-ad8d-4677-915f-5104d6bc3f6d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118,2020-09-06,14:34:11,1,2,"deGrom, Jacob",594798,Right,"New York Mets","Knapp, Andrew",595284,Left,"Philadelphia Phillies",,5,Top,0,0,1,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,90.8938,-1.53379,-2.54672,2561.24,161.456,NULL,5.54221,1.25017,6.75432,-28.5597,4.00819,-4.32971,1.76123,-1.43806,85.0046,-6.86106,-3.35907,0.410739,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.79137,2.54703,-1.08178,50.0058,5.42846,6.02236,-132.406,-4.42699,3.24119,23.2838,-27.5734,121,143,CITI,MLB,NL,20200906-CITI-1,9e9e252f-19c9-4f96-90b0-b7d7f47b3756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,2020-09-06,14:34:34,1,3,"deGrom, Jacob",594798,Right,"New York Mets","Knapp, Andrew",595284,Left,"Philadelphia Phillies",,5,Top,0,0,2,Undefined,Slider,InPlay,Undefined,Undefined,Out,0,0,statcast,91.4536,-0.7354,-1.59599,2534.25,156.588,NULL,5.58703,1.21222,6.8607,-25.6945,6.52551,-4.53916,2.77567,-0.621076,85.0253,-5.55586,-2.45054,0.40854,82.7184,58.4528,-0.89957,4820.95,NULL,NULL,NULL,209.613,NULL,-11.7977,5.8105,2.10565,3.74246,-1.10875,50.0024,5.52826,3.85441,-133.307,-2.50497,3.84645,24.6351,-25.3384,121,143,CITI,MLB,NL,20200906-CITI-1,1bdfda0b-7a8d-45b0-b4b0-8ccc0b6dbf70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,2020-09-06,14:35:15,2,1,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,5,Top,1,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,98.6137,-2.21957,-3.8266,2052.07,179.015,NULL,5.44082,1.22295,6.98816,-12.2191,15.9079,8.90344,2.40361,-1.51967,90.353,-4.51831,-2.1441,0.38171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.90322,9.34221,-0.992239,50.0009,5.29882,9.29088,-143.284,-5.96599,-12.3201,31.9335,-12.6743,121,143,CITI,MLB,NL,20200906-CITI-1,8e8e53b1-acf3-4055-b5b1-d83cd935bdd5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,2020-09-06,14:35:29,2,2,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,5,Top,1,1,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.2207,-1.88849,-2.53944,2620.03,170.715,NULL,5.51894,1.17558,6.92164,-27.2919,4.41847,-4.83887,1.52495,-1.54106,86.0809,-6.98034,-3.44842,0.405296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.05696,2.86553,-1.01485,50.0055,5.38825,6.10681,-134.296,-5.28164,3.81987,24.5783,-26.8592,121,143,CITI,MLB,NL,20200906-CITI-1,33fdbe92-8124-4d66-a4cb-bc6ec1979aea,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,2020-09-06,14:35:46,2,3,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,5,Top,1,2,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,91.8469,-1.00361,-1.4309,2588.35,88.9918,NULL,5.50863,1.20765,6.80269,-26.3855,5.67923,-5.03918,2.39408,-0.518235,85.117,-5.96014,-2.38164,0.407554,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.40368,3.35885,-1.11305,50.005,5.43155,3.49903,-133.846,-3.16047,4.40755,25.9842,-26.0168,121,143,CITI,MLB,NL,20200906-CITI-1,0407db19-4c73-4f39-9bf7-8dd41c9bffdc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123,2020-09-06,14:36:03,2,4,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,5,Top,1,2,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,98.8297,-2.49828,-1.95301,2490.34,212.181,NULL,5.45439,1.28339,6.8979,-12.5808,15.159,6.77158,2.12917,0.0680956,91.3028,-4.8616,-0.675147,0.379073,80.8439,32.1037,-98.961,NULL,NULL,NULL,NULL,227.326,NULL,-104.618,3.0735,-4.18468,8.91367,-1.16374,50.0001,5.29126,4.68101,-143.873,-6.69849,-8.87155,29.8322,-13.2706,121,143,CITI,MLB,NL,20200906-CITI-1,dae0eacd-e14e-4c66-8c96-e83887f72efb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,2020-09-06,14:36:24,2,5,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,5,Top,1,2,2,Undefined,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,89.9608,-0.387541,-0.797852,2582.18,98.806,NULL,5.59742,1.01577,6.71244,-34.3602,-1.04657,-4.34024,2.37994,-0.0752509,83.7315,-6.83247,-1.61604,0.415415,74.9553,-36.2421,98.5095,NULL,NULL,NULL,NULL,3.57961,NULL,66.1897,0.0328164,2.18302,-0.480682,-0.961011,50.0031,5.55558,1.95836,-131.167,-1.93007,3.85519,24.1716,-33.0209,121,143,CITI,MLB,NL,20200906-CITI-1,2b72b8ad-6ff1-4b68-91e4-83db0abbe044,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,2020-09-06,14:36:56,2,6,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,5,Top,1,2,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.8939,-3.24997,-3.10891,3139.51,202.847,NULL,5.44801,1.23726,6.94882,-27.5297,4.02863,-0.862342,0.193786,-1.66623,86.2545,-8.37768,-3.27128,0.404323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.311736,3.05606,-1.04423,50.0047,5.23356,7.35943,-135.004,-8.53264,-0.581982,26.8899,-26.483,121,143,CITI,MLB,NL,20200906-CITI-1,9bd1ff33-4493-4929-ac4a-5aa09647e0c9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,2020-09-06,14:37:19,2,7,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,5,Top,1,3,2,Undefined,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,91.9021,-1.24094,-2.06555,2560.53,158.784,NULL,5.44085,1.0765,6.96155,-28.3589,3.49438,-3.4418,1.94882,-1.09015,85.8055,-6.54247,-2.71231,0.406208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.41063,2.19711,-0.94741,50.0039,5.35097,4.93734,-133.929,-3.78441,2.60803,24.0816,-28.1136,121,143,CITI,MLB,NL,20200906-CITI-1,b55d7a01-5055-4ff5-b452-2ac76dfd2540,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
127,2020-09-06,14:38:13,2,8,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,5,Top,1,3,2,Undefined,Slider,InPlay,Undefined,Undefined,Double,0,0,statcast,90.9399,-0.381375,-1.2253,3555.53,154.435,NULL,5.48433,1.15513,6.87472,-30.7444,1.89734,-7.21284,2.57499,-0.562609,84.4782,-6.15294,-2.58488,0.411205,88.3011,14.4302,38.7374,3249.53,NULL,NULL,NULL,176.158,NULL,44.6401,1.64502,3.64833,1.13209,-1.07432,50.005,5.44584,3.05648,-132.567,-1.82466,6.57478,25.0067,-30.1365,121,143,CITI,MLB,NL,20200906-CITI-1,f7e41661-0e2a-4b74-9ad5-2599b700142a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,2020-09-06,14:39:04,3,1,"deGrom, Jacob",594798,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,5,Top,1,0,0,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,91.318,-2.37377,-1.45202,2555.98,162.246,NULL,5.46341,1.16587,7.01493,-26.2645,5.8793,-3.54362,1.11657,-0.449225,85.7049,-7.26282,-2.11689,0.408056,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.62305,3.72218,-1.07598,50.0041,5.30678,3.48318,-133.079,-6.3326,2.97749,22.4679,-25.3492,121,143,CITI,MLB,NL,20200906-CITI-1,58a6d480-6599-44ad-928a-cd3fea791e37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129,2020-09-06,14:39:26,3,2,"deGrom, Jacob",594798,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,5,Top,1,0,1,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,90.5776,-0.376423,-1.31326,1631,220.971,NULL,5.42369,1.07587,6.99096,-27.725,5.18911,13.3221,2.77133,0.991678,83.9648,-5.58989,1.20065,0.412917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.60602,2.92991,-1.00167,50.0025,5.38775,2.62026,-132.032,-1.71373,-13.593,24.8805,-26.937,121,143,CITI,MLB,NL,20200906-CITI-1,70f26d2e-ef89-40b9-84e4-5c74ea3eaeb3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,2020-09-06,14:39:50,3,3,"deGrom, Jacob",594798,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,5,Top,1,1,1,Undefined,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,90.4185,-1.09417,-0.677772,2570.37,144.352,NULL,5.47938,1.14833,6.75297,-29.1305,3.46807,-5.78363,2.05247,0.047311,85.1329,-6.52224,-1.76118,0.410933,93.633,-10.4145,-79.6018,7209.07,NULL,NULL,NULL,8.88349,NULL,-84.2904,0.0858162,3.0168,2.10823,-1.10125,50.0005,5.39391,1.73909,-131.927,-3.41843,5.46122,20.8927,-28.3514,121,143,CITI,MLB,NL,20200906-CITI-1,2a00fb24-5b22-4ced-8ec2-a19d4771d0f9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,2020-09-06,14:40:16,3,4,"deGrom, Jacob",594798,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,5,Top,1,1,2,Undefined,Slider,InPlay,Undefined,Undefined,Out,0,0,statcast,91.2598,-1.18704,-1.57277,2599.37,148.359,NULL,5.48665,1.16383,6.86817,-28.1724,3.81865,-4.9642,2.05717,-0.683552,86.0074,-6.43061,-2.50151,0.407086,72.4139,-32.2851,47.5402,NULL,NULL,NULL,NULL,4.48462,NULL,42.6811,0.0389253,2.39404,2.31789,-1.06183,50.0028,5.39805,3.80967,-133.119,-3.63672,4.41711,20.972,-27.8941,121,143,CITI,MLB,NL,20200906-CITI-1,d4d0ba23-772e-4415-98a7-1505b953cb98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132,2020-09-06,14:40:57,4,1,"deGrom, Jacob",594798,Right,"New York Mets","McCutchen, Andrew",457705,Right,"Philadelphia Phillies",,5,Top,2,0,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,93.0514,-1.69633,-1.96103,2613.77,180.698,NULL,5.43315,1.23626,7.17616,-23.8865,7.22971,-4.40459,1.90584,-0.907976,86.7073,-6.16335,-2.78909,0.401481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.95395,4.34766,-1.12049,50.0019,5.32374,4.78053,-135.574,-4.76823,3.6968,25.0318,-23.9451,121,143,CITI,MLB,NL,20200906-CITI-1,a82a4c6a-891a-41e4-b37d-f096b72949bf,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
133,2020-09-06,14:41:11,4,2,"deGrom, Jacob",594798,Right,"New York Mets","McCutchen, Andrew",457705,Right,"Philadelphia Phillies",,5,Top,2,1,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,91.5052,0.603448,-0.442244,2700.86,143.571,NULL,5.46427,1.17703,6.89924,-29.8265,2.32485,-8.1284,3.52859,0.0969344,85.0288,-5.00193,-1.97334,0.408104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.33828,1.13289,-1.14548,50.0061,5.48816,1.28127,-133.436,0.483301,7.94429,24.5913,-30.1068,121,143,CITI,MLB,NL,20200906-CITI-1,a2cb145b-2d4e-4402-87a5-99147faf8816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
134,2020-09-06,14:41:27,4,3,"deGrom, Jacob",594798,Right,"New York Mets","McCutchen, Andrew",457705,Right,"Philadelphia Phillies",,5,Top,2,1,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,97.1295,-1.93146,-2.23335,2557.31,203.043,NULL,5.3605,1.25384,6.97118,-14.1983,14.5375,3.72272,2.42001,-0.468386,89.6455,-4.6015,-1.53089,0.385819,80.3871,62.8646,61.5993,NULL,NULL,NULL,NULL,181.84,NULL,77.7589,5.66885,-2.59229,8.44587,-1.11815,50.0052,5.235,5.3937,-141.417,-5.23532,-5.30559,29.1795,-14.8946,121,143,CITI,MLB,NL,20200906-CITI-1,00ad22df-0593-46d1-bba2-10a475699c32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
135,2020-09-06,14:41:50,4,4,"deGrom, Jacob",594798,Right,"New York Mets","McCutchen, Andrew",457705,Right,"Philadelphia Phillies",,5,Top,2,1,2,Undefined,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,91.9437,-1.38348,-1.88856,1591.83,229.652,NULL,5.42138,1.0167,6.85667,-30.8887,1.31243,12.0526,1.58619,0.298875,84.8226,-7.19614,0.394012,0.40842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.10455,1.09108,-0.902321,50.0043,5.31907,4.04398,-133.885,-4.18498,-12.9562,27.7032,-30.1849,121,143,CITI,MLB,NL,20200906-CITI-1,49a665cf-901f-428d-8636-05e6d02b7461,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,2020-09-06,14:44:30,1,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Conforto, Michael",624424,Left,"New York Mets",,5,Bottom,0,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,89.0358,0.813373,-2.84958,2028.6,233.653,NULL,4.79976,1.78638,6.70711,-26.6369,7.67379,17.9202,3.32367,0.672654,81.8264,-4.22116,0.539708,0.421586,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.5568,3.98386,-1.60604,50.0002,4.84112,5.91658,-129.602,1.04754,-18.0715,25.4516,-25.3504,121,143,CITI,MLB,NL,20200906-CITI-1,42ccd882-c625-4891-99e1-6571e74c2b08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137,2020-09-06,14:44:49,1,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Conforto, Michael",624424,Left,"New York Mets",,5,Bottom,0,1,0,Undefined,Changeup,InPlay,Undefined,Undefined,Double,0,0,statcast,83.8161,0.378196,-2.77531,1416.58,262.149,NULL,4.69412,1.85555,6.57884,-42.6378,-3.80183,12.7432,1.4876,0.372224,77.2485,-7.66076,-0.361261,0.448527,114.366,8.17263,10.2232,1376.44,NULL,NULL,NULL,164.771,NULL,11.8403,1.13522,-7.73663,-2.18842,-1.67161,50.0029,4.69994,5.55719,-121.993,-0.38696,-11.6918,23.4081,-35.4825,121,143,CITI,MLB,NL,20200906-CITI-1,92f0f0dd-ab0d-461b-b1b8-776c1dfc04cf,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138,2020-09-06,14:45:56,2,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Davis, J.D.",605204,Right,"New York Mets",,5,Bottom,0,0,0,Undefined,Other,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,76.681,1.91732,-0.49633,2414.86,52.166,NULL,5.0926,1.8768,6.55644,-56.7475,-10.0832,-11.8147,2.12215,0.437212,70.4887,-8.80248,-2.74292,0.491659,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.34509,-6.10548,-1.83711,50.0001,5.19804,1.26755,-111.621,2.293,7.96369,21.0504,-39.8313,121,143,CITI,MLB,NL,20200906-CITI-1,326d7935-6672-42f6-b2b3-84a24d7c2a0c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
